8.679450e+02	4.082660e+02	8.507846e+02	3.484426e+02	8.844984e+02	3.387717e+02	9.016588e+02	3.985952e+02	7.399439e+01	8.543648e+02	3.386071e+02	4.371384e+01	6.982344e+01	
8.509760e+02	2.909894e+02	8.234768e+02	2.253292e+02	8.531655e+02	2.128953e+02	8.806647e+02	2.785555e+02	6.727550e+01	8.322264e+02	2.141122e+02	3.968868e+01	7.566022e+01	
9.009407e+02	3.997894e+02	8.781662e+02	3.375775e+02	9.159052e+02	3.237620e+02	9.386797e+02	3.859739e+02	6.989330e+01	8.845535e+02	3.256697e+02	4.773899e+01	7.221193e+01	
8.722410e+02	2.725138e+02	8.559889e+02	2.182518e+02	8.836650e+02	2.099625e+02	8.999171e+02	2.642245e+02	7.332644e+01	8.591149e+02	2.091072e+02	3.767610e+01	6.426196e+01	
9.139479e+02	2.048819e+02	9.278435e+02	2.630734e+02	8.931296e+02	2.713627e+02	8.792341e+02	2.131712e+02	1.034301e+02	8.811819e+02	2.040265e+02	4.471384e+01	6.819152e+01	
9.232655e+02	2.624013e+02	9.001182e+02	1.958922e+02	9.358446e+02	1.834583e+02	9.589919e+02	2.499673e+02	7.081043e+01	9.066918e+02	1.846752e+02	4.572642e+01	7.650907e+01	
9.489793e+02	2.528346e+02	9.347817e+02	1.916434e+02	9.705081e+02	1.833541e+02	9.847058e+02	2.445452e+02	7.693726e+01	9.368805e+02	1.824988e+02	4.572642e+01	7.119112e+01	
9.977622e+02	1.793475e+02	1.010779e+03	2.485519e+02	9.740522e+02	2.554596e+02	9.610358e+02	1.862553e+02	1.006521e+02	9.625440e+02	1.778014e+02	4.672642e+01	7.920436e+01	
1.019575e+03	2.430684e+02	9.929909e+02	1.820679e+02	1.024692e+03	1.682524e+02	1.051276e+03	2.292528e+02	6.645227e+01	1.001283e+03	1.701602e+02	4.170126e+01	7.100044e+01	
1.043200e+03	2.282509e+02	1.029743e+03	1.664912e+02	1.061444e+03	1.595835e+02	1.074902e+03	2.213432e+02	7.770731e+01	1.031472e+03	1.580373e+02	4.170126e+01	7.175970e+01	
1.075813e+03	2.302061e+02	1.061532e+03	1.534836e+02	1.091221e+03	1.479574e+02	1.105502e+03	2.246799e+02	7.945572e+01	1.063673e+03	1.457205e+02	3.968868e+01	8.672250e+01	
