2.576861e+02	4.585722e+02	1.810435e+02	4.418178e+02	1.885938e+02	4.072790e+02	2.652364e+02	4.240334e+02	1.233110e+01	1.798186e+02	4.106562e+02	8.664259e+01	4.453878e+01	
3.459060e+02	4.155966e+02	2.940814e+02	4.046634e+02	2.996192e+02	3.784139e+02	3.514437e+02	3.893471e+02	1.191276e+01	2.918503e+02	3.788805e+02	6.182455e+01	3.624948e+01	
3.547389e+02	3.367969e+02	3.013491e+02	3.342555e+02	3.028617e+02	3.024798e+02	3.562515e+02	3.050212e+02	2.725323e+00	2.971054e+02	2.987505e+02	6.338982e+01	4.177568e+01	
4.538808e+02	5.336945e+02	4.517670e+02	4.882720e+02	4.814557e+02	4.868905e+02	4.835694e+02	5.323129e+02	8.733568e+01	4.478239e+02	4.825812e+02	3.968868e+01	5.542245e+01	
5.031384e+02	5.220356e+02	5.031384e+02	4.805891e+02	5.328270e+02	4.805891e+02	5.328270e+02	5.220356e+02	90	4.981384e+02	4.755891e+02	3.968868e+01	5.144654e+01	
5.250312e+02	3.309262e+02	4.772204e+02	3.318369e+02	4.767204e+02	3.055874e+02	5.245312e+02	3.046767e+02	1.091238e+00	4.719704e+02	3.001321e+02	5.781086e+01	3.624948e+01	
7.131799e+02	4.035991e+02	6.553610e+02	4.000823e+02	6.568736e+02	3.752143e+02	7.146925e+02	3.787311e+02	3.480698e+00	6.511173e+02	3.719727e+02	6.781894e+01	3.486792e+01	
9.136660e+02	4.196210e+02	9.177680e+02	3.785341e+02	9.454441e+02	3.812972e+02	9.413421e+02	4.223841e+02	9.570135e+01	9.107170e+02	3.749157e+02	3.767610e+01	5.108693e+01	
7.828601e+02	3.406704e+02	7.426619e+02	3.635392e+02	7.300864e+02	3.414344e+02	7.702846e+02	3.185656e+02	2.963562e+01	7.313742e+02	3.246180e+02	5.019821e+01	3.286883e+01	
7.122209e+02	3.202665e+02	7.488986e+02	2.927607e+02	7.665118e+02	3.162471e+02	7.298341e+02	3.437529e+02	1.431326e+02	7.160275e+02	2.995039e+02	4.667770e+01	3.750582e+01	
7.580033e+02	2.889506e+02	7.071413e+02	2.715777e+02	7.146917e+02	2.494729e+02	7.655536e+02	2.668458e+02	1.885856e+01	7.059165e+02	2.531593e+02	6.086197e+01	3.210482e+01	
7.705308e+02	2.617281e+02	7.227900e+02	2.628799e+02	7.222900e+02	2.421566e+02	7.700308e+02	2.410048e+02	1.382134e+00	7.175400e+02	2.365807e+02	5.774076e+01	3.072327e+01	
7.957078e+02	1.685730e+02	7.459149e+02	1.515653e+02	7.534652e+02	1.294605e+02	8.032581e+02	1.464682e+02	1.885856e+01	7.446900e+02	1.329644e+02	5.979291e+01	3.210482e+01	
8.244050e+02	9.789672e+01	8.138214e+02	5.645548e+01	8.354597e+02	5.092927e+01	8.460434e+02	9.237052e+01	7.567351e+01	8.141132e+02	4.869238e+01	3.163836e+01	5.144124e+01	
1.048300e+03	6.975233e+01	9.884168e+02	7.078436e+01	9.879168e+02	4.177178e+01	1.047800e+03	4.073975e+01	9.873322e-01	9.831668e+02	3.625577e+01	6.988338e+01	3.901258e+01	
1.016100e+03	1.424301e+02	1.032626e+03	9.762107e+01	1.066340e+03	1.100550e+02	1.049814e+03	1.548641e+02	1.102444e+02	1.019363e+03	9.883805e+01	4.371384e+01	5.480903e+01	
1.132324e+03	4.754040e+02	1.137852e+03	4.277491e+02	1.173579e+03	4.318937e+02	1.168050e+03	4.795486e+02	9.661735e+01	1.130088e+03	4.248214e+02	4.572642e+01	5.765493e+01	
1.177107e+03	1.787207e+02	1.181623e+03	1.441807e+02	1.213324e+03	1.483254e+02	1.208808e+03	1.828654e+02	9.744866e+01	1.174365e+03	1.412531e+02	4.170126e+01	4.454001e+01	
