8.340999e+01	6.041097e+02	7.758372e+01	5.118023e+02	1.213605e+02	5.090391e+02	1.271867e+02	6.013466e+02	8.638839e+01	7.549686e+01	5.054207e+02	5.377673e+01	1.023074e+02	
1.441194e+02	5.976916e+02	1.336038e+02	5.182203e+02	1.753680e+02	5.126941e+02	1.858836e+02	5.921654e+02	8.246245e+01	1.338616e+02	5.104572e+02	5.176415e+01	8.947131e+01	
2.265230e+02	5.920783e+02	2.242820e+02	5.210705e+02	2.680588e+02	5.196890e+02	2.702997e+02	5.906968e+02	8.819240e+01	2.204025e+02	5.153798e+02	5.377673e+01	8.100777e+01	
2.816872e+02	5.926479e+02	2.669356e+02	5.086798e+02	3.040676e+02	5.021564e+02	3.188192e+02	5.861245e+02	8.003588e+01	2.693114e+02	5.004181e+02	4.713199e+01	9.396817e+01	
3.542075e+02	5.856065e+02	3.542075e+02	4.999113e+02	4.020094e+02	4.999113e+02	4.020094e+02	5.856065e+02	90	3.492075e+02	4.949113e+02	5.780189e+01	9.569516e+01	
5.073868e+02	5.841878e+02	5.099654e+02	4.902777e+02	5.602799e+02	4.916592e+02	5.577013e+02	5.855693e+02	9.157285e+01	5.036761e+02	4.859684e+02	6.031447e+01	1.039101e+02	
5.735786e+02	5.828239e+02	5.735786e+02	4.888784e+02	6.173553e+02	4.888784e+02	6.173553e+02	5.828239e+02	90	5.685786e+02	4.838784e+02	5.377673e+01	1.039455e+02	
7.536049e+02	5.640998e+02	7.517913e+02	4.854977e+02	8.116687e+02	4.841161e+02	8.134823e+02	5.627183e+02	8.867825e+01	7.476981e+02	4.798069e+02	6.987736e+01	8.860217e+01	
8.065385e+02	5.645939e+02	8.115621e+02	4.850035e+02	8.553388e+02	4.877666e+02	8.503152e+02	5.673570e+02	9.361161e+01	8.040503e+02	4.813851e+02	5.377673e+01	8.959040e+01	
8.459167e+02	5.762137e+02	8.406116e+02	4.844362e+02	8.884135e+02	4.816731e+02	8.937186e+02	5.734506e+02	8.669180e+01	8.382642e+02	4.780546e+02	5.780189e+01	1.017775e+02	
8.915660e+02	5.828239e+02	8.915660e+02	4.944046e+02	9.433931e+02	4.944046e+02	9.433931e+02	5.828239e+02	90	8.865660e+02	4.894046e+02	6.182704e+01	9.841929e+01	
9.365568e+02	5.915190e+02	9.512294e+02	4.857095e+02	1.001044e+03	4.926172e+02	9.863713e+02	5.984268e+02	9.789484e+01	9.388931e+02	4.841634e+02	5.981447e+01	1.158096e+02	
1.047147e+03	5.785903e+02	1.053972e+03	4.903489e+02	1.089698e+03	4.931120e+02	1.082874e+03	5.813534e+02	9.442249e+01	1.045560e+03	4.867304e+02	4.572642e+01	9.824144e+01	
1.082685e+03	5.898444e+02	1.090887e+03	5.039627e+02	1.148752e+03	5.094889e+02	1.140550e+03	5.953706e+02	9.545532e+01	1.081786e+03	5.017258e+02	6.786478e+01	9.588167e+01	
